#DIST  #NOX
2.7147	0.5200
2.4210	0.5200
2.1069	0.5200
2.2110	0.5200
2.1224	0.5200
2.4329	0.5200
2.5451	0.5200
2.7778	0.5200
2.6775	0.5470
2.3534	0.5470
2.5480	0.5470
2.2565	0.5470
2.4631	0.5470
2.7301	0.5470
2.7474	0.5470
2.4775	0.5470
2.7592	0.5470
2.2577	0.5810
2.1974	0.5810
2.0869	0.5810
1.9444	0.5810
2.0063	0.5810
1.9929	0.5810
1.7572	0.5810
1.7883	0.6240
1.8125	0.6240
1.9799	0.6240
2.1185	0.6240
2.2710	0.6240
2.3274	0.6240
2.4699	0.6240
2.3460	0.6240
2.1107	0.6240
1.9669	0.6240
1.8498	0.6240
1.6686	0.6240
1.6687	0.6240
1.6119	0.6240
1.4394	0.6240
1.3216	0.8710
1.4118	0.8710
1.3459	0.8710
1.4191	0.8710
1.5166	0.8710
1.4608	0.8710
1.5296	0.8710
1.5257	0.8710
1.6180	0.8710
1.5916	0.8710
1.6102	0.8710
1.6232	0.8710
1.7494	0.8710
1.7455	0.8710
1.7364	0.8710
1.8773	0.6050
1.7573	0.6050
1.7659	0.8710
1.7984	0.6050
1.9709	0.6050
2.0407	0.6050
2.1620	0.6050
2.4220	0.6050
2.2834	0.6050
2.0459	0.6050
2.4259	0.6050
2.1000	0.6050
2.2625	0.6050
2.4259	0.6050
2.3887	0.6050
2.5961	0.5100
2.6463	0.5100
2.7019	0.5100
3.1323	0.5100
3.5549	0.5100
3.3175	0.5100
2.9153	0.5100
2.8290	0.4880
2.7410	0.4880
2.5979	0.4880
2.7006	0.4880
2.8470	0.4880
2.9879	0.4880
3.2797	0.4880
3.1992	0.4880
3.7886	0.4370
4.5667	0.4370
4.5667	0.4370
6.4798	0.4370
6.4798	0.4370
6.4798	0.4370
6.2196	0.4010
6.2196	0.4010
5.6484	0.4220
7.3090	0.4040
7.3090	0.4040
7.3090	0.4040
7.6534	0.4030
7.6534	0.4030
6.2700	0.4150
6.2700	0.4150
5.1180	0.4161
5.1180	0.4161
3.9454	0.4890
4.3549	0.4890
4.3549	0.4890
4.2392	0.4890
3.8750	0.4890
3.8771	0.4890
3.6650	0.4890
3.6526	0.4890
3.9454	0.4890
3.5875	0.4890
3.9454	0.4890
3.1121	0.5500
3.4211	0.5500
2.8893	0.5500
3.3633	0.5500
2.8617	0.5070
3.0480	0.5070
3.2721	0.5070
3.2721	0.5070
2.8944	0.5040
2.8944	0.5040
3.2157	0.5040
3.2157	0.5040
3.3751	0.5040
3.3751	0.5040
3.6715	0.5040
3.6715	0.5040
3.8384	0.5070
3.6519	0.5070
3.6519	0.5070
3.6519	0.5070
4.1480	0.5070
4.1480	0.5070
6.1899	0.4280
6.1899	0.4280
6.3361	0.4280
6.3361	0.4280
7.0355	0.4280
7.0355	0.4280
7.9549	0.4310
7.9549	0.4310
8.0555	0.4310
8.0555	0.4310
7.8265	0.4310
7.8265	0.4310
7.3967	0.4310
7.3967	0.4310
8.9067	0.4310
8.9067	0.4310
9.2203	0.3920
9.2203	0.3920
6.3361	0.3940
1.8010	0.6470
1.8946	0.6470
2.0107	0.6470
2.1121	0.6470
2.1398	0.6470
2.2885	0.6470
2.0788	0.6470
1.9301	0.6470
1.9865	0.6470
2.1329	0.6470
2.4216	0.5750
2.8720	0.5750
3.9175	0.4640
4.4290	0.4640
4.4290	0.4640
3.9175	0.4640
4.3665	0.4640
4.0776	0.4470
4.2673	0.4470
4.7872	0.4470
4.8628	0.4470
4.1403	0.4470
4.1007	0.4429
4.6947	0.4429
5.2447	0.4429
5.2119	0.4429
5.8850	0.4010
7.3073	0.4000
7.3073	0.3890
9.0892	0.3850
7.3172	0.4050
7.3172	0.4050
7.3172	0.4050
5.1167	0.4110
5.1167	0.4110
5.1167	0.4110
5.5027	0.4370
5.5027	0.4370
5.9604	0.4370
5.9604	0.4370
6.3200	0.4370
7.8278	0.4000
7.8278	0.4000
7.8278	0.4000
5.4917	0.4330
5.4917	0.4330
5.4917	0.4330
4.0220	0.4720
3.3700	0.4720
3.0992	0.4720
3.1827	0.4720
3.3175	0.5440
3.1025	0.5440
2.5194	0.5440
2.6403	0.5440
2.8340	0.5440
3.2628	0.5440
3.6023	0.5440
3.9450	0.5440
3.9986	0.5440
4.0317	0.5440
3.5325	0.5440
4.0019	0.5440
4.5404	0.4930
4.5404	0.4930
4.7211	0.4930
4.7211	0.4930
4.7211	0.4930
5.4159	0.4930
5.4159	0.4930
5.4159	0.4930
5.2146	0.4600
5.2146	0.4600
5.8736	0.4600
6.6407	0.4379
6.6407	0.4379
6.4584	0.5150
6.4584	0.5150
5.9853	0.5150
5.2311	0.5150
5.6150	0.5150
4.8122	0.5150
4.8122	0.5150
4.8122	0.5150
7.0379	0.4420
6.2669	0.5180
5.7321	0.4840
6.4654	0.4840
8.0136	0.4420
8.0136	0.4420
8.5353	0.4290
8.3440	0.4350
8.7921	0.4290
8.7921	0.4290
10.7103	0.4110
10.7103	0.4110
12.1265	0.4100
10.5857	0.4130
10.5857	0.4130
2.1222	0.7700
2.5052	0.7700
2.7227	0.7700
2.5091	0.7700
2.5182	0.7700
2.2955	0.7700
2.1036	0.7700
1.9047	0.7700
1.9047	0.7180
1.6132	0.7180
1.7523	0.7180
1.3325	0.6310
1.3567	0.6310
1.2024	0.6310
1.1691	0.6310
1.1296	0.6680
1.3580	0.6710
1.5804	0.7000
1.5331	0.7000
1.7281	0.7000
1.9265	0.7000
2.1678	0.7000
1.7912	0.6930
1.7257	0.6930
1.6768	0.6930
1.6334	0.6930
1.5004	0.6930
1.6390	0.6930
1.4547	0.5970
1.8746	0.7180
2.0218	0.6140
2.0635	0.5840
1.9356	0.6790
1.9682	0.6790
2.0527	0.5840
2.2004	0.5840
2.3158	0.7130
1.8172	0.7400
2.0651	0.7400
2.0048	0.7400
1.9784	0.7400
2.0720	0.7400
2.1980	0.7400
2.2616	0.7130
2.1850	0.7130
2.3236	0.7130
2.3552	0.7130
2.3682	0.7130
2.4527	0.7130
2.4961	0.7130
2.4358	0.7130
2.5806	0.7130
2.7792	0.7130
2.7831	0.7130
2.7175	0.7130
2.5975	0.7130
2.5671	0.7130
2.7344	0.7130
2.8016	0.7130
2.9634	0.6550
3.0665	0.6550
2.8715	0.6550
2.5403	0.5840
3.0334	0.5800
3.0993	0.5320
2.8965	0.5800
2.5329	0.6140
2.4298	0.5840
2.2060	0.5840
2.3053	0.6140
3.4242	0.5320
3.3317	0.5320
3.4106	0.5320
4.0983	0.5320
3.7240	0.5830
3.9917	0.5830
3.5459	0.5830
3.1523	0.5830
1.8209	0.6090
1.7554	0.6090
1.8226	0.6090
1.8681	0.6090
2.1099	0.6090
2.3817	0.5850
2.3817	0.5850
2.7986	0.5850
2.7986	0.5850
2.8927	0.5850
2.4091	0.5850
2.3999	0.5850
2.4982	0.5850
2.4786	0.5730
2.2875	0.5730
2.1675	0.5730
2.3889	0.5730
2.5050	0.5730
